figure_id,page,label,caption,image_path
fig_011,32,picture,"Fig. 11. Two examples of instruction data sampled from Code Alpaca [44] used to instruction-tune pre-trained code LLM to enhance their alignment with NL instructions. The instruction corpus encompasses a variety of tasks, each accompanied by distinct instructions, such as prime numbers generation and URLs extraction.",images/fig_011_Fig_11_Two_examples_of_instruction_dat.png
fig_012,33,picture,"Fig. 12. An illustration of FFT and PEFT methods. Part (a) refers to the Full Fine-tuning method, which updates all parameters of the base model during fine-tuning. Part (b) stands for the Specification-based PEFT method that conditionally fine-tunes a small subset of the model parameters while freezing the rest of the model, e.g., BitFit [303]. Part (c) represents the Addition-based PEFT method that fine-tunes the incremental parameters introduced into the base model or input, e.g., Adapter [102], Prefix-tuning [148], and Prompt-tuning [142]. Part (d) symbolizes the Reparameterization-based method which reparameterizes existing model parameters by low-rank transformation, e.g., LoRA [103], QLoRA [66], and AdaLoRA [310].",images/fig_012_Fig_12_An_illustration_of_FFT_and_PEFT.png
fig_013,37,picture,Fig. 13. An illustration of the self-improving code generation pipeline using prompts for LLMs. This process incorporates iterative self-refinement by integrating execution outcomes and includes an optional selfreflection mechanism to enhance generation quality.,images/fig_013_Fig_13_An_illustration_of_the_self-imp.png
fig_014,39,picture,"Fig. 14. A workflow illustration of the RACG. Upon receiving a query (instruction), the retriever selects the relevant contexts from a large-scale vector database. Subsequently, the retrieved contexts are merged with the query, and this combined input is fed into the generator (LLM) to produce the target code solution.",images/fig_014_Fig_14_A_workflow_illustration_of_the_.png
fig_015,40,picture,"Fig. 15. The general architecture of an LLM-powered autonomous agent system, adapted from [277]. Planning : The agent decomposes large tasks into smaller, manageable sub-goals or engages in self-criticism and selfreflection on past actions to learn from mistakes and improve future performance. Memory : This component enables the agent to store and retrieve past information. Tools : The agent is trained to invoke external functions or APIs. Action : The agent executes actions, with or without the use of tools, to interact with the environment. The gray dashed lines represent the dataflow within the system.",images/fig_015_Fig_15_The_general_architecture_of_an_.png
fig_016,41,picture,"Fig. 16. MetaGPT integrates human workflow efficiencies into LLM-based multi-agent collaboration to break down complex code-related tasks into specific, actionable procedures. These procedures are then assigned to various roles, such as Product Manager, Architect, and Engineer played by LLM. The image is sourced from the original paper [100].",images/fig_016_Fig_16_MetaGPT_integrates_human_workfl.png
fig_017,43,picture,Fig. 17. The pipeline of (Code) LLM-as-a-judge for evaluating generated code by Code LLMs. There are primarily two types of approaches: pairwise comparison and single answer grading.,images/fig_017_Fig_17_The_pipeline_of_Code_LLM-as-a.png
fig_018,46,picture,"Fig. 18. The performance comparison of LLMs for code generation on the MBPP [18] benchmark, measured by pass@1 . For models with various sizes, we report only the largest size version of each model with a magnitude of billion (B) parameters.",images/fig_018_Fig_18_The_performance_comparison_of_L.png
fig_019,46,picture,"Fig. 19. The performance comparison of LLMs for code generation on the BigCodeBench [332] benchmark, measured by pass@1 . For models with various sizes, we report only the largest size version of each model with a magnitude of billion (B) parameters.",images/fig_019_Fig_19_The_performance_comparison_of_L.png
fig_020,54,picture,"Fig. 20. An exemplar of GitHub Copilot to demonstrate how to use development tools powered by LLMs, including Claude 3.5 Sonnet (Preview), Claude 3.7 Sonnet (Preview), Claude 3.7 Sonnet Thinking (Preview), Gemini 2.0 Flash (Preview), GPT-4o, o1 (Preview), and o3-mini (Preview). To illustrate its capabilities, we input the description of the '5. Longest Palindromic Substring' problem from LeetCode into Copilot's chat box. The code generated by Copilot is then submitted to the online judge platform, where it is successfully accepted.",images/fig_020_Fig_20_An_exemplar_of_GitHub_Copilot_t.png
